r[ARCSEC] s[MAG/ARCSEC2] e_s[MAG/ARCSEC2] reference
7.345138681571149 16.83 0.6618082209343551 trager+1995
7.345138681571149 16.97 0.19854246628030653 trager+1995
7.345138681571149 17.06 0.19854246628030653 trager+1995
8.1846478813479 16.87 0.19854246628030653 trager+1995
8.1846478813479 16.88 0.19854246628030653 trager+1995
8.1846478813479 16.92 0.19854246628030653 trager+1995
8.1846478813479 16.95 0.19854246628030653 trager+1995
8.974287945007484 16.86 0.6618082209343551 trager+1995
8.974287945007484 16.88 0.6618082209343551 trager+1995
8.974287945007484 17.02 0.19854246628030653 trager+1995
8.974287945007484 17.12 0.19854246628030653 trager+1995
8.974287945007484 17.16 0.19854246628030653 trager+1995
10.0 17.11 0.19854246628030653 trager+1995
10.0 17.12 0.19854246628030653 trager+1995
10.0 17.14 0.19854246628030653 trager+1995
10.0 17.25 0.19854246628030653 trager+1995
10.543868963912587 17.09 0.19854246628030653 trager+1995
10.964781961431852 16.97 0.6618082209343551 trager+1995
10.964781961431852 17.0 0.6618082209343551 trager+1995
10.964781961431852 17.31 0.19854246628030653 trager+1995
10.964781961431852 17.37 0.19854246628030653 trager+1995
10.964781961431852 17.52 0.19854246628030653 trager+1995
12.217996601648716 17.21 0.19854246628030653 trager+1995
12.217996601648716 17.21 0.19854246628030653 trager+1995
12.217996601648716 17.51 0.19854246628030653 trager+1995
12.217996601648716 17.65 0.19854246628030653 trager+1995
13.39676687425935 17.02 0.6618082209343551 trager+1995
13.39676687425935 17.05 0.6618082209343551 trager+1995
13.39676687425935 17.25 0.19854246628030653 trager+1995
13.39676687425935 17.61 0.19854246628030653 trager+1995
13.39676687425935 17.72 0.19854246628030653 trager+1995
14.92794409578996 17.21 0.19854246628030653 trager+1995
14.92794409578996 17.21 0.19854246628030653 trager+1995
14.92794409578996 17.5 0.19854246628030653 trager+1995
14.92794409578996 17.57 0.19854246628030653 trager+1995
16.368165214278086 17.03 0.6618082209343551 trager+1995
16.368165214278086 17.05 0.6618082209343551 trager+1995
16.368165214278086 17.15 0.19854246628030653 trager+1995
16.368165214278086 17.2 0.19854246628030653 trager+1995
16.368165214278086 17.24 0.19854246628030653 trager+1995
16.865530253887414 17.74 0.19854246628030653 trager+1995
18.238957023196374 17.39 0.19854246628030653 trager+1995
18.238957023196374 17.41 0.19854246628030653 trager+1995
18.238957023196374 17.52 0.19854246628030653 trager+1995
18.238957023196374 17.52 0.19854246628030653 trager+1995
18.57804455091698 17.12 1.3236164418687102 trager+1995
19.998618696327437 17.1 0.6618082209343551 trager+1995
19.998618696327437 17.15 0.6618082209343551 trager+1995
19.998618696327437 17.71 0.19854246628030653 trager+1995
19.998618696327437 17.75 0.19854246628030653 trager+1995
19.998618696327437 17.8 0.19854246628030653 trager+1995
22.284351492703042 17.75 0.19854246628030653 trager+1995
22.284351492703042 17.76 0.19854246628030653 trager+1995
22.284351492703042 17.97 0.19854246628030653 trager+1995
22.284351492703042 18.06 0.19854246628030653 trager+1995
24.434305526939713 17.23 0.6618082209343551 trager+1995
24.434305526939713 17.3 0.6618082209343551 trager+1995
24.434305526939713 17.76 0.19854246628030653 trager+1995
24.434305526939713 17.99 0.19854246628030653 trager+1995
24.434305526939713 18.09 0.19854246628030653 trager+1995
24.774220576332848 17.9 0.19854246628030653 trager+1995
27.227013080779127 17.88 0.19854246628030653 trager+1995
27.227013080779127 17.93 0.19854246628030653 trager+1995
27.227013080779127 17.94 0.19854246628030653 trager+1995
27.227013080779127 17.97 0.19854246628030653 trager+1995
29.853826189179603 17.27 0.6618082209343551 trager+1995
29.853826189179603 17.37 0.6618082209343551 trager+1995
29.853826189179603 17.79 0.19854246628030653 trager+1995
29.853826189179603 17.94 0.19854246628030653 trager+1995
29.853826189179603 17.95 0.19854246628030653 trager+1995
33.265955329400455 17.78 0.19854246628030653 trager+1995
33.265955329400455 17.86 0.19854246628030653 trager+1995
33.265955329400455 17.86 0.19854246628030653 trager+1995
33.265955329400455 17.87 0.19854246628030653 trager+1995
36.47539469256078 17.42 0.6618082209343551 trager+1995
36.47539469256078 17.5 0.6618082209343551 trager+1995
36.47539469256078 17.89 0.19854246628030653 trager+1995
36.47539469256078 17.91 0.19854246628030653 trager+1995
36.47539469256078 18.0 0.19854246628030653 trager+1995
38.459178204535355 17.95 0.19854246628030653 trager+1995
40.64433291652128 17.33 0.19854246628030653 trager+1995
40.64433291652128 17.38 0.19854246628030653 trager+1995
40.64433291652128 17.63 0.19854246628030653 trager+1995
40.64433291652128 17.66 0.19854246628030653 trager+1995
41.59106104940221 17.91 0.6618082209343551 trager+1995
44.6683592150963 17.53 0.6618082209343551 trager+1995
44.6683592150963 17.62 0.6618082209343551 trager+1995
44.6683592150963 17.9 0.19854246628030653 trager+1995
44.6683592150963 17.9 0.19854246628030653 trager+1995
44.6683592150963 17.94 0.19854246628030653 trager+1995
49.659232145033606 17.94 0.19854246628030653 trager+1995
49.659232145033606 18.01 0.19854246628030653 trager+1995
49.659232145033606 18.03 0.19854246628030653 trager+1995
49.659232145033606 18.04 0.19854246628030653 trager+1995
54.57578610912711 17.74 0.6618082209343551 trager+1995
54.57578610912711 17.74 0.6618082209343551 trager+1995
54.57578610912711 18.15 0.19854246628030653 trager+1995
54.57578610912711 18.23 0.19854246628030653 trager+1995
54.57578610912711 18.27 0.19854246628030653 trager+1995
57.80960474057181 18.29 0.19854246628030653 trager+1995
59.979107625550945 18.4 0.19854246628030653 trager+1995
60.673632958850526 17.96 0.19854246628030653 trager+1995
60.673632958850526 17.98 0.19854246628030653 trager+1995
60.673632958850526 18.17 0.19854246628030653 trager+1995
60.673632958850526 18.17 0.19854246628030653 trager+1995
66.68067692136222 18.11 0.6618082209343551 trager+1995
66.68067692136222 18.2 0.6618082209343551 trager+1995
66.68067692136222 18.53 0.19854246628030653 trager+1995
66.68067692136222 18.56 0.19854246628030653 trager+1995
66.68067692136222 18.7 0.19854246628030653 trager+1995
66.98846094165265 18.62 0.6618082209343551 trager+1995
74.30191378967014 18.7 0.19854246628030653 trager+1995
74.30191378967014 18.76 0.19854246628030653 trager+1995
74.30191378967014 18.94 0.19854246628030653 trager+1995
74.30191378967014 19.0 0.19854246628030653 trager+1995
79.61593504173187 19.1 0.19854246628030653 trager+1995
81.47042840208397 18.55 0.6618082209343551 trager+1995
81.47042840208397 18.64 0.6618082209343551 trager+1995
81.47042840208397 18.98 0.19854246628030653 trager+1995
81.47042840208397 19.08 0.19854246628030653 trager+1995
81.47042840208397 19.12 0.19854246628030653 trager+1995
90.78205301781857 19.05 0.19854246628030653 trager+1995
90.78205301781857 19.07 0.19854246628030653 trager+1995
90.78205301781857 19.22 0.19854246628030653 trager+1995
90.78205301781857 19.26 0.19854246628030653 trager+1995
92.89663867799364 19.31 0.6618082209343551 trager+1995
96.38290236239705 19.29 0.19854246628030653 trager+1995
99.5405417351527 19.35 0.19854246628030653 trager+1995
99.5405417351527 19.37 inf trager+1995
99.5405417351527 19.44 0.19854246628030653 trager+1995
99.5405417351527 19.47 0.19854246628030653 trager+1995
99.5405417351527 19.53 1.3236164418687102 trager+1995
110.9174815262401 20.16 0.6618082209343551 trager+1995
110.9174815262401 20.2 inf trager+1995
110.9174815262401 20.33 inf trager+1995
110.9174815262401 20.36 inf trager+1995
119.1242008027375 19.95 0.6618082209343551 trager+1995
119.94993031493793 19.44 0.19854246628030653 trager+1995
121.6186000646368 19.35 inf trager+1995
121.6186000646368 19.98 0.39708493256061306 trager+1995
121.6186000646368 20.2 0.39708493256061306 trager+1995
121.6186000646368 20.46 0.9927123314015326 trager+1995
121.6186000646368 20.66 inf trager+1995
128.52866599436155 20.07 0.6618082209343551 trager+1995
133.6595516546442 19.61 0.6618082209343551 trager+1995
133.6595516546442 19.83 0.19854246628030653 trager+1995
133.6595516546442 19.84 0.6618082209343551 trager+1995
135.51894123510365 19.44 inf trager+1995
135.51894123510365 19.71 inf trager+1995
135.51894123510365 20.3 0.2836320946861522 trager+1995
135.51894123510365 20.4 inf trager+1995
145.2111617587742 19.86 2.206027403114517 trager+1995
148.59356422870076 20.88 inf trager+1995
148.59356422870076 20.89 inf trager+1995
148.59356422870076 21.66 inf trager+1995
148.59356422870076 21.73 inf trager+1995
153.10874616820303 19.76 0.6618082209343551 trager+1995
165.57699634695277 21.68 inf trager+1995
165.57699634695277 22.44 inf trager+1995
171.0015315090288 20.36 0.19854246628030653 trager+1995
171.0015315090288 20.36 0.19854246628030653 trager+1995
171.0015315090288 20.54 0.19854246628030653 trager+1995
178.23787674480891 20.85 0.6618082209343551 trager+1995
179.88709151287873 20.28 0.19854246628030653 trager+1995
185.7804455091699 20.77 0.6618082209343551 trager+1995
208.44908830972886 20.85 0.19854246628030653 trager+1995
208.44908830972886 21.12 0.6618082209343551 trager+1995
208.44908830972886 21.14 1.9854246628030652 trager+1995
212.32444620002192 20.43 0.6618082209343551 trager+1995
228.03420720004186 21.18 0.6618082209343551 trager+1995
238.2319469358689 20.73 6.618082209343552 trager+1995
239.88329190194898 21.03 0.19854246628030653 trager+1995
246.60393372343387 21.04 0.19854246628030653 trager+1995
246.60393372343387 21.09 0.19854246628030653 trager+1995
246.60393372343387 21.14 0.19854246628030653 trager+1995
271.64392688390836 21.02 0.6618082209343551 trager+1995
277.97132677592884 21.55 0.6618082209343551 trager+1995
283.7919028441555 21.41 0.19854246628030653 trager+1995
283.7919028441555 21.58 0.19854246628030653 trager+1995
283.7919028441555 21.62 0.39708493256061306 trager+1995
290.4022654464451 21.12 6.618082209343552 trager+1995
321.3660538640318 21.47 0.6618082209343551 trager+1995
321.3660538640318 21.67 0.19854246628030653 trager+1995
321.3660538640318 21.76 0.19854246628030653 trager+1995
328.09529311311906 22.03 0.39708493256061306 trager+1995
331.1311214825911 21.66 0.39708493256061306 trager+1995
346.73685045253166 21.95 0.6618082209343551 trager+1995
357.27283815192885 21.97 6.618082209343552 trager+1995
359.74933515574236 21.75 0.6618082209343551 trager+1995
359.74933515574236 22.04 0.19854246628030653 trager+1995
359.74933515574236 22.07 0.19854246628030653 trager+1995
378.44258471709315 22.45 0.19854246628030653 trager+1995
390.8408957924021 22.33 0.24817808285038315 trager+1995
397.19154946944053 22.34 0.19854246628030653 trager+1995
397.19154946944053 22.43 0.19854246628030653 trager+1995
397.19154946944053 22.48 0.19854246628030653 trager+1995
428.54852039743963 22.75 0.19854246628030653 trager+1995
434.51022417157145 22.65 0.19854246628030653 trager+1995
434.51022417157145 22.67 0.19854246628030653 trager+1995
434.51022417157145 22.83 0.19854246628030653 trager+1995
435.51187368556833 22.27 6.618082209343552 trager+1995
450.81670454146007 22.74 0.19854246628030653 trager+1995
473.15125896148027 22.39 inf trager+1995
473.15125896148027 22.71 0.6618082209343551 trager+1995
473.15125896148027 22.85 0.19854246628030653 trager+1995
479.73344863668916 22.79 0.19854246628030653 trager+1995
480.8393484497285 22.86 0.6618082209343551 trager+1995
510.50499997540646 22.7 inf trager+1995
510.50499997540646 23.05 0.19854246628030653 trager+1995
510.50499997540646 23.14 0.19854246628030653 trager+1995
510.50499997540646 23.2 0.19854246628030653 trager+1995
529.6634438916581 23.13 0.19854246628030653 trager+1995
567.5446054085471 23.42 0.19854246628030653 trager+1995
567.5446054085471 23.68 0.19854246628030653 trager+1995
567.5446054085471 24.17 inf trager+1995
570.1642722807472 23.42 0.19854246628030653 trager+1995
579.428696426881 23.29 0.19854246628030653 trager+1995
616.5950018614822 23.66 0.39708493256061306 trager+1995
630.957344480193 23.86 0.19854246628030653 trager+1995
630.957344480193 23.97 0.19854246628030653 trager+1995
680.7693586937418 24.07 0.19854246628030653 trager+1995
690.239803840242 24.12 0.19854246628030653 trager+1995
731.1390834834173 24.2 0.19854246628030653 trager+1995
749.8942093324558 24.02 inf trager+1995
751.6228940182053 24.42 0.24817808285038315 trager+1995
781.6278045883292 24.03 0.6618082209343551 trager+1995
841.3951416451947 24.96 0.19854246628030653 trager+1995
857.0378452303693 24.59 0.19854246628030653 trager+1995
887.1560120379609 25.07 0.19854246628030653 trager+1995
959.4006315159336 25.25 0.19854246628030653 trager+1995
961.6122783836648 25.23 0.19854246628030653 trager+1995
1023.2929922807537 25.9 0.6618082209343551 trager+1995
1059.2537251772887 25.22 0.6618082209343551 trager+1995
1081.4339512979375 25.12 inf trager+1995
1158.7773561551262 25.54 1.9854246628030652 trager+1995
1158.7773561551262 25.75 0.19854246628030653 trager+1995
1202.2644346174131 26.14 0.19854246628030653 trager+1995
1294.1958414499863 25.98 0.19854246628030653 trager+1995
1321.2956341865752 26.28 0.2836320946861522 trager+1995
1503.1419660900224 27.06 0.19854246628030653 trager+1995
